name,iataCode,icaoCode,country,city,latitude,longitude,type
Guanacaste Airport,LIR,MRLB,CR,Liberia,10.5933,-85.544403,large_airport
Los Chiles Airport,LSL,MRLC,CR,Los Chiles,11.0353,-84.7061,medium_airport
Limon International Airport,LIO,MRLM,CR,Puerto Limon,9.95796012878418,-83.02200317382812,medium_airport
Mojica Airport,CSC,MRMJ,CR,Cañas,10.4307003021,-85.17459869380001,small_airport
Guanacaste Airport,NCT,MRNC,CR,Nicoya/Guanacate,10.1394,-85.445801,small_airport
Nosara Airport,NOB,MRNS,CR,Nicoya,9.97649002075,-85.65299987790002,medium_airport
Juan Santamaría International Airport,SJO,MROC,CR,San José (Alajuela),9.99386,-84.208801,large_airport
Puerto Jimenez Airport,PJM,MRPJ,CR,Puerto Jimenez,8.533329963684082,-83.30000305175781,medium_airport
Palmar Sur Airport,PMZ,MRPM,CR,Palmar Sur,8.95103,-83.468597,medium_airport
Tobías Bolaños International Airport,SYQ,MRPV,CR,San Jose,9.95705,-84.139801,medium_airport
Quepos Managua Airport,XQP,MRQP,CR,Quepos,9.44316,-84.129799,medium_airport
Rio Frio / Progreso Airport,RFR,MRRF,CR,Rio Frio / Progreso,10.327400207519531,-83.88760375976562,small_airport
San Isidro del General Airport,IPZ,MRSI,CR,Pérez Zeledón,9.348676,-83.712301,small_airport
San Vito de Java Airport,TOO,MRSV,CR,Coto Brus,8.826971,-82.958922,small_airport
Tamarindo Airport,TNO,MRTM,CR,Tamarindo,10.313500404358,-85.815498352051,small_airport
Tambor Airport,TMU,MRTR,CR,Nicoya,9.739307,-85.016199,small_airport
Upala Airport,UPL,MRUP,CR,Upala,10.8922,-85.016197,medium_airport
Monseñor Óscar Arnulfo Romero International Airport,SAL,MSLP,SV,San Salvador (San Luis Talpa),13.4409,-89.055702,large_airport
Ilopango International Airport,ILS,MSSS,SV,San Salvador,13.6995,-89.119904,medium_airport
Antoine-Simon International Airport,CYA,MTCA,HT,Les Cayes,18.271099,-73.7883,medium_airport
Cap Haitien International Airport,CAP,MTCH,HT,Cap Haitien,19.726734,-72.199576,medium_airport
Jacmel Airport,JAK,MTJA,HT,Jacmel,18.2411,-72.518501,medium_airport
Jérémie Airport,JEE,MTJE,HT,Carrefour Sanon,18.663099,-74.170303,medium_airport
Toussaint Louverture International Airport,PAP,MTPP,HT,Port-au-Prince,18.580023,-72.292596,large_airport
Port-de-Paix Airport,PAX,MTPX,HT,Port-de-Paix,19.934045,-72.84801,medium_airport
Gustavo Rizo Airport,BCA,MUBA,CU,Baracoa,20.36529922485352,-74.5062026977539,medium_airport
Las Brujas Airport,BWW,MUBR,CU,Cayo Santa Maria,22.6213,-79.147202,small_airport
Carlos Manuel de Cespedes Airport,BYM,MUBY,CU,Bayamo,20.3964,-76.621399,medium_airport
Máximo Gómez Airport,AVI,MUCA,CU,Ciro Redondo,22.0271,-78.789597,medium_airport
Jardines Del Rey Airport,CCC,MUCC,CU,Cayo Coco,22.4610004425,-78.32839965820001,medium_airport
Jaime Gonzalez Airport,CFG,MUCF,CU,Cienfuegos,22.149999618530277,-80.41419982910156,medium_airport
Vilo Acuña International Airport,CYO,MUCL,CU,Cayo Largo del Sur,21.6165008545,-81.5459976196,medium_airport
Ignacio Agramonte International Airport,CMW,MUCM,CU,Camaguey,21.420299530029297,-77.84750366210938,medium_airport
Antonio Maceo International Airport,SCU,MUCU,CU,Santiago,19.96980094909668,-75.83540344238281,medium_airport
Leeward Point Field,NBW,MUGM,CU,Guantanamo Bay Naval Station,19.9065,-75.2071,medium_airport
Mariana Grajales Airport,GAO,MUGT,CU,Guantánamo,20.0853,-75.158302,medium_airport
José Martí International Airport,HAV,MUHA,CU,Havana,22.989200592041016,-82.40910339355469,large_airport
Frank Pais International Airport,HOG,MUHG,CU,Holguin,20.785600662231445,-76.31510162353516,medium_airport
Kawama Airport,VRO,MUKW,CU,Santa Marta,23.124001,-81.301598,medium_airport
La Coloma Airport,LCL,MULM,CU,Pinar del Rio,22.3361,-83.641899,medium_airport
Orestes Acosta Airport,MOA,MUMO,CU,Moa,20.65390014648437,-74.92220306396484,medium_airport
Sierra Maestra International Airport,MZO,MUMZ,CU,Manzanillo,20.288605,-77.087545,medium_airport
Rafael Cabrera Airport,GER,MUNG,CU,Nueva Gerona,21.834699630737305,-82.78379821777344,medium_airport
Playa Baracoa Airport,UPB,MUPB,CU,Havana,23.032801,-82.579399,medium_airport
Abel Santamaria Airport,SNU,MUSC,CU,Santa Clara,22.492201,-79.943604,medium_airport
San Julián Air Base,SNJ,MUSJ,CU,Sandino,22.100525,-84.157376,medium_airport
Siguanea Airport,SZJ,MUSN,CU,Isla de la Juventud,21.6425,-82.955101,medium_airport
Sancti Spiritus Airport,USS,MUSS,CU,Sancti Spiritus,21.9704,-79.442703,small_airport
Alberto Delgado Airport,TND,MUTD,CU,Trinidad,21.7883,-79.9972,medium_airport
Juan Gualberto Gomez International Airport,VRA,MUVR,CU,Matanzas,23.034401,-81.435303,large_airport
Hermanos Ameijeiras Airport,VTU,MUVT,CU,Las Tunas,20.9876,-76.935799,medium_airport
Charles Kirkconnell International Airport,CYB,MWCB,KY,West End,19.687,-79.882797,medium_airport
Edward Bodden Little Cayman Airfield,LYB,MWCL,KY,Blossom Village,19.660161,-80.088826,medium_airport
Owen Roberts International Airport,GCM,MWCR,KY,George Town,19.292801,-81.357697,large_airport
Clarence A. Bain Airport,MAY,MYAB,BS,Mangrove Cay,24.287701,-77.684601,medium_airport
Andros Town Airport,ASD,MYAF,BS,Andros Town,24.697901,-77.795601,medium_airport
Congo Town Airport,TZN,MYAK,BS,Andros,24.158701,-77.589798,medium_airport
Leonard M Thompson International Airport,MHH,MYAM,BS,Marsh Harbour,26.510711,-77.084262,medium_airport
San Andros Airport,SAQ,MYAN,BS,Andros Island,25.053800582885746,-78.04900360107422,medium_airport
Spring Point Airport,AXP,MYAP,BS,Spring Point,22.441799,-73.970901,medium_airport
Treasure Cay Airport,TCB,MYAT,BS,Treasure Cay,26.745300293,-77.3912963867,medium_airport
Walkers Cay Airport,WKR,MYAW,BS,Walkers Cay,27.259656,-78.400455,small_airport
Chub Cay Airport,CCZ,MYBC,BS,Chub Cay,25.417101,-77.880898,medium_airport
Great Harbour Cay Airport,GHC,MYBG,BS,Bullocks Harbour,25.7383,-77.840103,medium_airport
South Bimini Airport,BIM,MYBS,BS,South Bimini,25.6998996735,-79.2647018433,medium_airport
Arthur's Town Airport,ATC,MYCA,BS,Arthur's Town,24.6294,-75.673797,medium_airport
New Bight Airport,TBI,MYCB,BS,Cat Island,24.3153,-75.452301,medium_airport
Cat Cay Airport,CXY,MYCC,BS,North Cat Cay,25.554425,-79.275404,small_airport
Colonel Hill Airport,CRI,MYCI,BS,Colonel Hill,22.7456,-74.182404,medium_airport
Pitts Town Airport,PWN,MYCP,BS,Pitts Town,22.8297,-74.3461,small_airport
Exuma International Airport,GGT,MYEF,BS,Moss Town,23.562599,-75.877998,medium_airport
North Eleuthera Airport,ELH,MYEH,BS,North Eleuthera,25.474899292,-76.6835021973,medium_airport
Governor's Harbour Airport,GHB,MYEM,BS,Governor's Harbour,25.2847,-76.331001,medium_airport
Normans Cay Airport,NMC,MYEN,BS,Normans Cay,24.594299,-76.820198,medium_airport
Rock Sound Airport,RSD,MYER,BS,Rock Sound,24.8950787333,-76.1768817902,medium_airport
Staniel Cay Airport,TYM,MYES,BS,Staniel Cay,24.1691,-76.439102,medium_airport
Grand Bahama International Airport,FPO,MYGF,BS,Freeport,26.5587005615,-78.695602417,medium_airport
West End Airport,WTD,MYGW,BS,West End,26.685301,-78.974998,small_airport
Inagua Airport,IGA,MYIG,BS,Matthew Town,20.975,-73.666901,medium_airport
Deadman's Cay Airport,LGI,MYLD,BS,Deadman's Cay,23.1790008545,-75.09359741210001,medium_airport
Stella Maris Airport,SML,MYLS,BS,Stella Maris,23.582317,-75.268621,medium_airport
Mayaguana Airport,MYG,MYMM,BS,Abraham Bay Settlement,22.379499,-73.013494,medium_airport
Lynden Pindling International Airport,NAS,MYNN,BS,Nassau,25.039,-77.466202,large_airport
Duncan Town Airport,DCT,MYRD,BS,Duncan Town,22.181801,-75.7295,medium_airport
Rum Cay International Airport,RCY,MYRP,BS,Port Nelson,23.68344,-74.836302,small_airport
San Salvador Airport,ZSA,MYSM,BS,San Salvador,24.063299,-74.524002,medium_airport
Philip S. W. Goldson International Airport,BZE,MZBZ,BZ,Belize City,17.539951,-88.303556,large_airport
Placencia Airport,PLJ,MZPL,BZ,Placencia,16.536957,-88.361511,medium_airport
Aitutaki Airport,AIT,NCAI,CK,Aitutaki,-18.8309,-159.764008,small_airport
Enua Airport,AIU,NCAT,CK,Atiu Island,-19.96780014038086,-158.11900329589844,small_airport
Mangaia Island Airport,MGS,NCMG,CK,Mangaia Island,-21.895987,-157.906662,small_airport
Manihiki Island Airport,MHX,NCMH,CK,Manihiki Island,-10.376700401306152,-161.0019989013672,small_airport
Mauke Airport,MUK,NCMK,CK,Mauke Island,-20.13610076904297,-157.34500122070312,small_airport
Mitiaro Island Airport,MOI,NCMR,CK,Mitiaro Island,-19.842501,-157.703003,small_airport
Pukapuka Island Airport,PZK,NCPK,CK,Pukapuka Atoll,-10.9145,-165.8393,small_airport
Tongareva Airport,PYE,NCPY,CK,Penrhyn Island,-9.01437,-158.03241,small_airport
Rarotonga International Airport,RAR,NCRG,CK,Avarua,-21.2027,-159.806,medium_airport
Cicia Airport,ICI,NFCI,FJ,Cicia,-17.7432994843,-179.341995239,small_airport
Nadi International Airport,NAN,NFFN,FJ,Nadi,-17.755399703979492,177.4429931640625,medium_airport
Malolo Lailai Island Airport,PTF,NFFO,FJ,Malolo Lailai Island,-17.778448,177.196996,small_airport
Rabi Island Airport,RBI,NFFR,FJ,Rabi Island,-16.5337,179.9757,small_airport
Vunisea Airport,KDV,NFKD,FJ,Vunisea,-19.0580997467,178.156997681,small_airport
Mana Island Airport,MNF,NFMA,FJ,Mana Island,-17.672844,177.0985,small_airport
Moala Airport,MFJ,NFMO,FJ,Moala,-18.5666999817,179.951004028,small_airport
Nausori International Airport,SUV,NFNA,FJ,Nausori,-18.04330062866211,178.5590057373047,medium_airport
Levuka Airfield,LEV,NFNB,FJ,Bureta,-17.7110996246,178.759002686,small_airport
Nanuku Airport,PHR,NFND,FJ,Nanuku Auberge Resort,-18.2553,178.0492,small_airport
Ngau Airport,NGI,NFNG,FJ,Ngau,-18.1156005859,179.339996338,small_airport
Laucala Island Airport,LUC,NFNH,FJ,Laucala Island,-16.7481,-179.667007,small_airport
Lakeba Island Airport,LKB,NFNK,FJ,Lakeba Island,-18.1991996765,-178.817001343,small_airport
Labasa Airport,LBS,NFNL,FJ,Labasa,-16.4667,179.339996,medium_airport
Matei Airport,TVU,NFNM,FJ,Matei,-16.690599,-179.876999,small_airport
Koro Island Airport,KXF,NFNO,FJ,Koro Island,-17.3458003998,179.42199707,small_airport
Rotuma Airport,RTA,NFNR,FJ,Rotuma,-12.482500076293944,177.0709991455078,small_airport
Savusavu Airport,SVU,NFNS,FJ,Savusavu,-16.803394,179.340587,small_airport
Wakaya Island Airport,KAY,NFNW,FJ,Wakaya Island,-17.617000579833984,179.01699829101562,small_airport
Ono-i-Lau Airport,ONU,NFOL,FJ,Ono-i-Lau,-20.6589,-178.7411,small_airport
Yasawa Island Airport,YAS,NFSW,FJ,Yasawa Island,-16.7589,177.544998,small_airport
Kaufana Airport,EUA,NFTE,TO,Eua Island,-21.3782997131,-174.957992554,small_airport
Fua'amotu International Airport,TBU,NFTF,TO,Nuku'alofa,-21.241199493408203,-175.14999389648438,medium_airport
Lifuka Island Airport,HPA,NFTL,TO,Lifuka,-19.777000427246094,-174.34100341796875,medium_airport
Mata'aho Airport,NFO,NFTO,TO,"Angaha, Niuafo'ou Island",-15.570603,-175.631283,small_airport
Kuini Lavenia Airport,NTT,NFTP,TO,Niuatoputapu,-15.977297,-173.791089,small_airport
Vava'u International Airport,VAV,NFTV,TO,Vava'u Island,-18.58530044555664,-173.96200561523438,medium_airport
Vanua Balavu Airport,VBV,NFVB,FJ,Vanua Balavu,-17.268999099731445,-178.9759979248047,small_airport
Vatulele Airport,VTF,NFVL,FJ,Vatulele,-18.512500762939453,177.63900756835938,small_airport
Abaiang Airport,ABF,NGAB,KI,Abaiang,1.79861,173.041,small_airport
Beru Airport,BEZ,NGBR,KI,Beru,-1.35472,176.007004,small_airport
Funafuti International Airport,FUN,NGFU,TV,Funafuti,-8.525,179.195999,medium_airport
Kuria Airport,KUC,NGKT,KI,Kuria,0.218611,173.442001,small_airport
Maiana Airport,MNK,NGMA,KI,Maiana,1.00361,173.031006,small_airport
Marakei Airport,MZK,NGMK,KI,Marakei,2.05861,173.270996,small_airport
Makin Island Airport,MTK,NGMN,KI,Makin Island,3.37444,172.992004,small_airport
Nikunau Airport,NIG,NGNU,KI,Nikunau,-1.31444001198,176.410003662,small_airport
Onotoa Airport,OOT,NGON,KI,Onotoa,-1.79611,175.526001,small_airport
Bonriki International Airport,TRW,NGTA,KI,Tarawa,1.38164,173.147003,medium_airport
Abemama Airport,AEA,NGTB,KI,Abemama,0.490759,173.830287,small_airport
Tamana Island Airport,TMN,NGTM,KI,Tamana Island,-2.48583,175.970001,small_airport
Nonouti Airport,NON,NGTO,KI,Nonouti,-0.639722,174.427994,small_airport
Arorae Island Airport,AIS,NGTR,KI,Arorae Island,-2.616233,176.802209,small_airport
Tabiteuea South Airport,TSU,NGTS,KI,Tabiteuea South,-1.47444,175.063995,small_airport
Butaritari Airport,BBG,NGTU,KI,Butaritari,3.08583,172.811005,small_airport
Aranuka Airport,AAK,NGUK,KI,Buariki,0.185278,173.636993,small_airport
Niue International Airport,IUE,NIUE,NU,Alofi,-19.079030990600582,-169.92559814453125,medium_airport
Pointe Vele Airport,FUT,NLWF,WF,Futuna Island,-14.311565,-178.066492,small_airport
Hihifo Airport,WLS,NLWW,WF,Wallis Island,-13.2383003235,-176.199005127,medium_airport
Ofu Airport,OFU,NSAS,AS,Ofu,-14.1844,-169.669998,small_airport
Asau Airport,AAU,NSAU,WS,Asau,-13.505132,-172.627888,small_airport
Faleolo International Airport,APW,NSFA,WS,Apia,-13.829999923706056,-172.00799560546875,medium_airport
Fagali'i Airport,FGI,NSFI,WS,Apia,-13.849167,-171.739866,small_airport
Fitiuta Airport,FTI,NSFQ,AS,Fitiuta Village,-14.216131,-169.423771,small_airport
Maota Airport,MXS,NSMA,WS,Maota,-13.7423,-172.257996,small_airport
Pago Pago International Airport,PPG,NSTU,AS,Pago Pago,-14.331,-170.710007,medium_airport
Faa'a International Airport,PPT,NTAA,PF,Papeete,-17.553699,-149.606995,large_airport
Rimatara Airport,RMT,NTAM,PF,Rimatara Island,-22.63725,-152.8059,small_airport
Anaa Airport,AAA,NTGA,PF,Anaa,-17.3526,-145.509995,medium_airport
Fangatau Airport,FGU,NTGB,PF,Fangatau,-15.820044,-140.888071,medium_airport
Apataki Airport,APK,NTGD,PF,Apataki,-15.5736,-146.414993,small_airport
Reao Airport,REA,NTGE,PF,Reao,-18.46652,-136.43855,medium_airport
Hikueru Airport,HHZ,NTGH,PF,Hikueru,-17.548297,-142.612037,small_airport
Kaukura Airport,KKR,NTGK,PF,Raitahiti,-15.6633,-146.884995,medium_airport
Makemo Airport,MKP,NTGM,PF,Makemo,-16.5839,-143.658005,medium_airport
Napuka Island Airport,NAU,NTGN,PF,Napuka Island,-14.177397,-141.266112,small_airport
Tatakoto Airport,TKV,NTGO,PF,Tatakoto,-17.355226,-138.44734,small_airport
Pukaruha Airport,PUK,NTGQ,PF,Pukaruha,-18.295726,-137.016291,small_airport
Nukutavake Airport,NUK,NTGW,PF,Nukutavake,-19.284613,-138.768367,small_airport
Tureia Airport,ZTA,NTGY,PF,Tureia,-20.784262,-138.56796,small_airport
Ahe Airport,AHE,NTHE,PF,Ahe Atoll,-14.428099632263184,-146.2570037841797,medium_airport
Kauehi Airport,KHZ,NTKA,PF,Kauehi,-15.780622,-145.128443,small_airport
Faaite Airport,FAC,NTKF,PF,Faaite,-16.68657,-145.329394,small_airport
Fakahina Airport,FHZ,NTKH,PF,Fakahina,-15.992259,-140.164246,small_airport
Takume Airport,TJN,NTKM,PF,Takume,-15.857434,-142.266469,small_airport
Naiu Airport,NIU,NTKN,PF,Naiu Atoll,-16.119296,-146.368768,small_airport
Raroia Airport,RRR,NTKO,PF,Raroia,-16.050485,-142.476568,small_airport
Katiu Airport,KXU,NTKT,PF,Katiu,-16.339681,-144.407966,small_airport
Nuku Hiva Airport,NHV,NTMD,PF,Nuku Hiva,-8.7956,-140.229004,medium_airport
Hiva Oa-Atuona Airport,AUQ,NTMN,PF,Hiva Oa Island,-9.76879024506,-139.011001587,medium_airport
Ua Pou Airport,UAP,NTMP,PF,Ua Pou,-9.35167,-140.078003,small_airport
Ua Huka Airport,UAH,NTMU,PF,Ua Huka,-8.936228,-139.554062,small_airport
Bora Bora Airport,BOB,NTTB,PF,Motu Mute,-16.444400787353516,-151.75100708007812,medium_airport
Tetiaroa Airport,TTI,NTTE,PF,Tetiaroa,-17.015095,-149.589372,small_airport
Huahine-Fare Airport,HUH,NTTH,PF,Fare,-16.687084,-151.021593,medium_airport
Moorea Temae Airport,MOZ,NTTM,PF,Moorea-Maiao,-17.48979,-149.761777,medium_airport
Hao Airport,HOI,NTTO,PF,Otepa,-18.0748,-140.945999,medium_airport
Raiatea Airport,RFP,NTTR,PF,Uturoa,-16.7229,-151.466003,medium_airport
Tupai Airport,TPX,NTTU,PF,Tupai Atoll,-16.2423,-151.8338,small_airport
Moruroa Airport,UOA,NTTX,PF,Moruroa Atoll,-21.80978,-138.813385,small_airport
Vahitahi Airport,VHZ,NTUV,PF,Vahitahi,-18.780697,-138.85568,small_airport
Mota Lava Airport,MTV,NVSA,VU,Ablow,-13.666,167.712006,small_airport
Sola Airport,SLH,NVSC,VU,Sola,-13.8516998291,167.537002563,small_airport
Torres Airstrip,TOH,NVSD,VU,Loh/Linua,-13.328,166.638,small_airport
Siwo Airport,EAE,NVSE,VU,Emae Island,-17.0903,168.343002,small_airport
Craig Cove Airport,CCV,NVSF,VU,Craig Cove,-16.264999,167.923996,small_airport
Longana Airport,LOD,NVSG,VU,Longana,-15.3066997528,167.966995239,small_airport
Sara Airport,SSR,NVSH,VU,Pentecost Island,-15.4708003998,168.151992798,small_airport
Tavie Airport,PBJ,NVSI,VU,Paama Island,-16.431955,168.235511,small_airport
Lamap Airport,LPM,NVSL,VU,Lamap,-16.4611228,167.829253,small_airport
Lamen Bay Airport,LNB,NVSM,VU,Lamen Bay,-16.584199905400002,168.158996582,small_airport
Maewo-Naone Airport,MWF,NVSN,VU,Maewo Island,-14.997222,168.081111,small_airport
Lonorore Airport,LNE,NVSO,VU,Lonorore,-15.8655996323,168.17199707,small_airport
Norsup Airport,NUS,NVSP,VU,Norsup,-16.0797,167.401001,small_airport
Gaua Island Airport,ZGU,NVSQ,VU,Gaua Island,-14.2181,167.587006,medium_airport
Redcliffe Airport,RCL,NVSR,VU,Redcliffe,-15.472,167.835007,small_airport
Santo Pekoa International Airport,SON,NVSS,VU,Luganville,-15.505000114399998,167.220001221,medium_airport
Tongoa Airport,TGH,NVST,VU,Tongoa Island,-16.8910999298,168.550994873,small_airport
Uléi Airport,ULB,NVSU,VU,Ambrym Island,-16.3297,168.3011,small_airport
Valesdir Airport,VLS,NVSV,VU,Epi Island,-16.796100616500002,168.177001953,small_airport
Walaha Airport,WLH,NVSW,VU,Walaha,-15.412,167.690994,small_airport
Southwest Bay Airport,SWJ,NVSX,VU,Malekula Island,-16.4864,167.4472,small_airport
North West Santo Airport,OLJ,NVSZ,VU,Olpoi,-14.881699562099998,166.557998657,small_airport
Aneityum Airport,AUY,NVVA,VU,Anatom Island,-20.249201,169.770996,small_airport
Aniwa Airport,AWD,NVVB,VU,Aniwa,-19.2346,169.6009,small_airport
Dillon's Bay Airport,DLY,NVVD,VU,Dillon's Bay,-18.7694,169.001007,small_airport
Futuna Airport,FTA,NVVF,VU,Futuna Island,-19.5163993835,170.231994629,small_airport
Ipota Airport,IPA,NVVI,VU,Ipota,-18.856389,169.283333,small_airport
Bauerfield International Airport,VLI,NVVV,VU,Port Vila,-17.699301,168.320007,large_airport
Tiga Airport,TGJ,NWWA,NC,Tiga,-21.096407,167.80379,medium_airport
Île Art - Waala Airport,BMY,NWWC,NC,Waala,-19.720521,163.661077,small_airport
Koné Airport,KNQ,NWWD,NC,Koné,-21.053551,164.838768,medium_airport
Île des Pins Airport,ILP,NWWE,NC,Île des Pins,-22.58889961242676,167.45599365234375,medium_airport
Koumac Airport,KOC,NWWK,NC,Koumac,-20.546323,164.255648,small_airport
Lifou Airport,LIF,NWWL,NC,Lifou,-20.774563,167.239328,medium_airport
Nouméa Magenta Airport,GEA,NWWM,NC,Nouméa,-22.25812,166.472783,medium_airport
Poum / Malabou Airport,PUV,NWWP,NC,Malabou,-20.289155,164.09935,small_airport
Mueo Airport,PDC,NWWQ,NC,Népoui,-21.316456,164.999399,small_airport
Maré Airport,MEE,NWWR,NC,Maré,-21.482438,168.038465,medium_airport
Touho Airport,TOU,NWWU,NC,Touho,-20.790127,165.259524,medium_airport
Ouvéa Airport,UVE,NWWV,NC,Ouvéa,-20.640932,166.573024,medium_airport
La Tontouta International Airport,NOU,NWWW,NC,Nouméa (La Tontouta),-22.014601,166.212997,medium_airport
Auckland International Airport,AKL,NZAA,NZ,Auckland,-37.01199,174.786331,large_airport
Taupo Airport,TUO,NZAP,NZ,Taupo,-38.73970031738281,176.08399963378906,medium_airport
Ardmore Airport,AMZ,NZAR,NZ,Manurewa,-37.02970123291016,174.97300720214844,medium_airport
Ashburton Airport,ASG,NZAS,NZ,Ashburton,-43.903301,171.796997,small_airport
Christchurch International Airport,CHC,NZCH,NZ,Christchurch,-43.489029,172.532065,large_airport
Chatham Islands / Tuuta Airport,CHT,NZCI,NZ,Te One,-43.81189,-176.46514,medium_airport
Coromandel Airport,CMV,NZCX,NZ,Coromandel,-36.791698,175.509003,small_airport
Dargaville Aerodrome,DGR,NZDA,NZ,Dargaville,-35.939701,173.893997,small_airport
